time_generated,alpha,horizon_days,S0,mu_ann,sigma_ann,VaR_GBM_unit,ES_GBM_unit,Position_Q_for_budget_GBM,PinballLoss_test,VaR_cond_next_unit_TF,Position_Q_for_budget_TF
2025-09-01T19:33:00.734155Z,0.99,1,109753.0,0.00012032994789991185,0.010447823641081844,168.48325985401,192.70293552719247,5.935307762127203,1.6741742193385885,331.9125671386719,3.0128416306159433
