Epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
28,0.8538461327552795,0.32473212480545044,0.9030612111091614,0.270122766494751,1.5625000742147677e-05
29,0.8538461327552795,0.32539626955986023,0.9030612111091614,0.27138352394104004,1.5625000742147677e-05
30,0.8538461327552795,0.3216722011566162,0.9030612111091614,0.27107179164886475,7.812500371073838e-06
31,0.8538461327552795,0.3228263556957245,0.9030612111091614,0.2723769247531891,7.812500371073838e-06
32,0.8538461327552795,0.3225783407688141,0.9030612111091614,0.2720155417919159,7.812500371073838e-06
33,0.8538461327552795,0.3230702877044678,0.9030612111091614,0.2721974551677704,3.906250185536919e-06
34,0.8538461327552795,0.32062333822250366,0.9030612111091614,0.27189821004867554,3.906250185536919e-06
35,0.8538461327552795,0.32141491770744324,0.9030612111091614,0.27157026529312134,3.906250185536919e-06
36,0.8538461327552795,0.3229435086250305,0.9030612111091614,0.2715610861778259,1.9531250927684596e-06
37,0.8538461327552795,0.3221016824245453,0.9030612111091614,0.2718725800514221,1.9531250927684596e-06
38,0.8538461327552795,0.3199611008167267,0.9030612111091614,0.2718729078769684,1.9531250927684596e-06
39,0.8538461327552795,0.32436031103134155,0.9030612111091614,0.27195242047309875,9.765625463842298e-07
40,0.8538461327552795,0.32293200492858887,0.9030612111091614,0.27197304368019104,9.765625463842298e-07
41,0.8538461327552795,0.3176104724407196,0.9030612111091614,0.2720986306667328,9.765625463842298e-07
42,0.8538461327552795,0.3271535336971283,0.9030612111091614,0.27212464809417725,4.882812731921149e-07
43,0.8538461327552795,0.3217445909976959,0.9030612111091614,0.2721063494682312,4.882812731921149e-07
44,0.8538461327552795,0.3203134536743164,0.9030612111091614,0.27210918068885803,4.882812731921149e-07
45,0.8538461327552795,0.32399025559425354,0.9030612111091614,0.2720704972743988,2.4414063659605745e-07
46,0.8538461327552795,0.3237692713737488,0.9030612111091614,0.27207764983177185,2.4414063659605745e-07
47,0.8538461327552795,0.320292204618454,0.9030612111091614,0.27205637097358704,2.4414063659605745e-07
48,0.8538461327552795,0.32188424468040466,0.9030612111091614,0.2720654606819153,1.2207031829802872e-07
49,0.8538461327552795,0.321553111076355,0.9030612111091614,0.2720720171928406,1.2207031829802872e-07
50,0.8538461327552795,0.32805880904197693,0.9030612111091614,0.2720823287963867,1.2207031829802872e-07
51,0.8538461327552795,0.32466843724250793,0.9030612111091614,0.272085040807724,6.103515914901436e-08
52,0.8538461327552795,0.32450738549232483,0.9030612111091614,0.2720903158187866,6.103515914901436e-08
53,0.8538461327552795,0.3205612897872925,0.9030612111091614,0.2720862627029419,6.103515914901436e-08
54,0.8538461327552795,0.322049081325531,0.9030612111091614,0.27208685874938965,3.051757957450718e-08
55,0.8538461327552795,0.3250438868999481,0.9030612111091614,0.2720871865749359,3.051757957450718e-08
56,0.8538461327552795,0.315395325422287,0.9030612111091614,0.2720851004123688,3.051757957450718e-08
57,0.8538461327552795,0.3264232277870178,0.9030612111091614,0.2720852196216583,1.525878978725359e-08
58,0.8538461327552795,0.31915178894996643,0.9030612111091614,0.2720857560634613,1.525878978725359e-08
59,0.8538461327552795,0.32499194145202637,0.9030612111091614,0.27208706736564636,1.525878978725359e-08
60,0.8538461327552795,0.3226085901260376,0.9030612111091614,0.27208635210990906,7.629394893626795e-09
61,0.8538461327552795,0.3196100890636444,0.9030612111091614,0.27208662033081055,7.629394893626795e-09
62,0.8538461327552795,0.31609243154525757,0.9030612111091614,0.27208709716796875,7.629394893626795e-09
63,0.8538461327552795,0.32656872272491455,0.9030612111091614,0.2720872163772583,3.814697446813398e-09
64,0.8538461327552795,0.32451140880584717,0.9030612111091614,0.2720872461795807,3.814697446813398e-09
65,0.8538461327552795,0.3241676986217499,0.9030612111091614,0.2720872759819031,3.814697446813398e-09
66,0.8538461327552795,0.32274073362350464,0.9030612111091614,0.2720873951911926,1.907348723406699e-09
67,0.8538461327552795,0.32597479224205017,0.9030612111091614,0.27208736538887024,1.907348723406699e-09
68,0.8538461327552795,0.32025063037872314,0.9030612111091614,0.2720873951911926,1.907348723406699e-09
69,0.8538461327552795,0.3251103460788727,0.9030612111091614,0.2720873951911926,9.536743617033494e-10
70,0.8538461327552795,0.3261924982070923,0.9030612111091614,0.2720873951911926,9.536743617033494e-10
71,0.8538461327552795,0.3155684769153595,0.9030612111091614,0.272087424993515,9.536743617033494e-10
72,0.8538461327552795,0.32178837060928345,0.9030612111091614,0.2720873951911926,4.768371808516747e-10
73,0.8538461327552795,0.32470396161079407,0.9030612111091614,0.2720873951911926,4.768371808516747e-10
74,0.8538461327552795,0.3231925070285797,0.9030612111091614,0.2720873951911926,4.768371808516747e-10
75,0.8538461327552795,0.32204964756965637,0.9030612111091614,0.2720873951911926,2.3841859042583735e-10
76,0.8538461327552795,0.3237382173538208,0.9030612111091614,0.2720873951911926,2.3841859042583735e-10
77,0.8538461327552795,0.32353267073631287,0.9030612111091614,0.2720873951911926,2.3841859042583735e-10
78,0.8538461327552795,0.32513532042503357,0.9030612111091614,0.2720873951911926,1.1920929521291868e-10
79,0.8538461327552795,0.3240235447883606,0.9030612111091614,0.2720873951911926,1.1920929521291868e-10
80,0.8538461327552795,0.3212817311286926,0.9030612111091614,0.2720873951911926,1.1920929521291868e-10
81,0.8538461327552795,0.3200514614582062,0.9030612111091614,0.2720873951911926,5.960464760645934e-11
82,0.8538461327552795,0.32603269815444946,0.9030612111091614,0.2720873951911926,5.960464760645934e-11
83,0.8538461327552795,0.3229537606239319,0.9030612111091614,0.2720873951911926,5.960464760645934e-11
84,0.8538461327552795,0.32380878925323486,0.9030612111091614,0.2720873951911926,2.980232380322967e-11
85,0.8538461327552795,0.3209965229034424,0.9030612111091614,0.2720873951911926,2.980232380322967e-11
86,0.8538461327552795,0.32521411776542664,0.9030612111091614,0.2720873951911926,2.980232380322967e-11
87,0.8538461327552795,0.3245568573474884,0.9030612111091614,0.2720873951911926,1.4901161901614834e-11
88,0.8538461327552795,0.32029592990875244,0.9030612111091614,0.2720873951911926,1.4901161901614834e-11
89,0.8538461327552795,0.3248100280761719,0.9030612111091614,0.2720873951911926,1.4901161901614834e-11
90,0.8538461327552795,0.3232525885105133,0.9030612111091614,0.2720873951911926,7.450580950807417e-12
91,0.8538461327552795,0.32190564274787903,0.9030612111091614,0.2720873951911926,7.450580950807417e-12
92,0.8538461327552795,0.32417258620262146,0.9030612111091614,0.2720873951911926,7.450580950807417e-12
93,0.8538461327552795,0.32624325156211853,0.9030612111091614,0.2720873951911926,3.725290475403709e-12
94,0.8538461327552795,0.32562997937202454,0.9030612111091614,0.2720873951911926,3.725290475403709e-12
95,0.8538461327552795,0.32315295934677124,0.9030612111091614,0.2720873951911926,3.725290475403709e-12
96,0.8538461327552795,0.32096460461616516,0.9030612111091614,0.2720873951911926,1.8626452377018543e-12
97,0.8538461327552795,0.3233213722705841,0.9030612111091614,0.2720873951911926,1.8626452377018543e-12
98,0.8538461327552795,0.3274998962879181,0.9030612111091614,0.2720873951911926,1.8626452377018543e-12
99,0.8538461327552795,0.32506245374679565,0.9030612111091614,0.2720873951911926,9.313226188509272e-13
100,0.8538461327552795,0.3251168727874756,0.9030612111091614,0.2720873951911926,9.313226188509272e-13
